1	-200.518086
2	-149.314046
3	-197.146216
4	-148.890355
5	-199.402399
6	-149.491512
7	0.919295
8	4.634397
9	3.989823
10	2.324087
11	1.978786
12	3.736110
13	-71.117625
14	-224.466748
15	-69.280579
16	-218.934922
17	-69.575181
18	-218.075499
19	-146.136311
20	-155.302868
21	-141.632838
22	-147.050439
23	-150.724641
24	-155.006452
25	-200.518124
26	-149.313510
27	-197.146904
28	-148.889960
29	-199.402570
30	-149.491567
31	-5.809637
32	-8.197051
33	2.690138
34	1.750544
35	0.697570
36	0.239179
37	-80.571139
38	-157.282730
39	-74.865528
40	-217.422654
41	-70.579791
42	-214.370855
43	-138.061295
44	-90.209173
45	-139.851390
46	-147.307208
47	-150.968846
48	-155.556094
49	-200.361196
50	-149.731248
51	-197.011242
52	-148.899988
53	-199.452111
54	-149.652541
55	0.694601
56	3.974249
57	4.297027
58	3.193045
59	2.064643
60	3.381731
61	-223.514071
62	-69.255999
63	-218.976783
64	-68.603464
65	-217.525271
66	-140.753413
67	-146.987745
68	-152.055601
69	-155.788142
70	-200.449779
71	-148.525585
72	-196.972259
73	-149.216391
74	-198.410023
75	-149.872020
76	-5.392398
77	-7.305114
78	1.937127
79	1.174214
80	-2.988423
81	-1.388678
82	-78.962749
83	-158.547417
84	-74.479404
85	-215.546867
86	-72.722901
87	-210.643242
88	-137.652977
89	-91.392147
90	-139.749876
91	-146.723430
92	-148.984489
93	-150.517888
94	-199.871450
95	-148.853979
96	-196.885324
97	-148.312029
98	-199.427631
99	-148.551437
100	-6.722195
101	0.155865
102	-0.212793
103	0.725625
104	0.855289
105	1.098457
106	-48.041600
107	-140.873251
108	-76.612000
109	-216.989441
110	-71.680582
111	-208.883195
112	-106.613942
113	-137.481559
114	-120.470639
115	-145.270742
116	-151.357985
117	-157.157245
118	-200.681172
119	-149.058734
120	-197.331925
121	-147.303074
122	-199.929188
123	-148.809029
124	0.925585
125	4.398358
126	6.972627
127	9.344266
128	2.859081
129	4.109732
130	-70.660606
131	-224.573470
132	-69.924385
133	-223.954236
134	-65.707841
135	-218.769349
136	-146.185000
137	-155.451890
138	-143.009545
139	-149.417814
140	-156.381512
141	-157.361887
142	-199.277303
143	-149.272475
144	-196.977366
145	-148.146469
146	-199.292648
147	-149.395014
148	-8.904819
149	-2.477994
150	1.472696
151	1.510255
152	1.122337
153	0.440075
154	-137.990678
155	-73.595224
156	-217.713074
157	-71.106436
158	-207.718400
159	-123.361488
160	-147.881887
161	-152.031145
162	-158.181331
163	-199.796105
164	-148.409728
165	-197.124953
166	-148.287554
167	-198.487615
168	-150.246382
169	-0.060493
170	5.958834
171	5.712610
172	5.170782
173	-1.118700
174	1.357474
175	-70.931037
176	-224.341653
177	-66.803538
178	-219.957352
179	-69.245992
180	-213.563541
181	-144.674576
182	-153.731065
183	-145.911839
184	-151.153595
185	-152.231025
186	-152.601398
187	-201.092835
188	-147.066791
189	-197.865122
190	-147.509313
191	-200.159840
192	-146.823517
193	-10.488076
194	-13.038533
195	0.380892
196	1.787693
197	7.615392
198	4.783940
199	-46.586871
200	-130.397385
201	-73.048530
202	-218.138563
203	-68.886702
204	-215.126411
205	-44.905367
206	-149.936951
207	-132.691654
208	-149.339776
209	-153.415496
210	-161.916423
211	-200.664640
212	-149.024705
213	-196.771730
214	-144.941242
215	-200.585056
216	-147.806440
217	2.303377
218	5.683798
219	-13.061057
220	-11.915559
221	-0.125545
222	2.159899
223	-73.004073
224	-219.427306
225	-39.932531
226	-130.900956
227	-69.926352
228	-217.172187
229	-144.935623
230	-152.895713
231	-115.166263
232	-133.486567
233	-133.618819
234	-157.279998
235	-200.861636
236	-147.747811
237	-197.570957
238	-146.733244
239	-200.311611
240	-146.992266
241	-9.657070
242	-13.017832
243	0.362538
244	2.779559
245	6.163847
246	2.859592
247	-130.785907
248	-74.565533
249	-218.950887
250	-68.369313
251	-213.513012
252	-129.159887
253	-146.494813
254	-153.436408
255	-161.215631
256	-201.005169
257	-147.513379
258	-196.743463
259	-145.500035
260	-199.675087
261	-147.100939
262	4.401680
263	6.998984
264	-12.666238
265	-9.879113
266	-1.776032
267	3.158565
268	-70.129517
269	-221.749076
270	-41.709741
271	-132.844930
272	-72.554021
273	-216.286288
274	-145.855571
275	-155.210183
276	-111.505635
277	-130.471921
278	-129.577489
279	-153.065141
280	-201.975098
281	-147.485598
282	-197.370241
283	-148.310851
284	-200.322175
285	-144.680734
286	3.969688
287	5.791445
288	1.459303
289	-0.274491
290	13.746772
291	17.475168
292	-64.001069
293	-227.115940
294	-70.744505
295	-217.111267
296	-66.466486
297	-231.709111
298	-24.870090
299	-174.128000
300	-144.165193
301	-147.207330
302	-151.478321
303	-165.132660
304	-200.323111
305	-145.740703
306	-198.028862
307	-140.906321
308	-201.617643
309	-146.799196
310	-0.590058
311	-0.425894
312	-16.238281
313	-21.217235
314	-0.844448
315	-5.085278
316	-86.043221
317	-157.727819
318	-41.488589
319	-123.980097
320	-66.037535
321	-212.438855
322	-129.587470
323	-94.219227
324	-113.178491
325	-132.282668
326	-143.985785
327	-162.543074
328	-200.329424
329	-149.259042
330	-197.028861
331	-147.208677
332	-200.264305
333	-146.498019
334	-1.644941
335	3.571984
336	3.338092
337	2.423613
338	11.295297
339	12.215035
340	-221.326676
341	-69.463960
342	-219.624849
343	-65.420370
344	-227.009550
345	-143.448510
346	-147.277646
347	-153.540371
348	-165.039447
349	-200.057623
350	-145.056477
351	-197.647373
352	-142.364175
353	-200.282208
354	-146.963557
355	-5.463360
356	-0.637332
357	-12.584470
358	-16.744633
359	-2.505758
360	-3.154734
361	-84.126347
362	-157.890551
363	-38.521923
364	-129.315023
365	-69.406746
366	-211.099651
367	-131.923849
368	-90.899724
369	-115.555996
370	-133.444588
371	-139.091099
372	-158.554398
373	-71.090219
374	-145.223154
375	-154.807591
376	-46.473823
377	-108.949864
378	-136.416575
379	-44.486083
380	-45.041566
381	-151.435296
382	-70.732697
383	-34.656408
384	-164.861405
