1	0.274975	1.217207	-2.293189
2	0.450704	1.960902	-0.219918
3	-1.673293	1.016853	1.344721
4	0.081977	-1.768594	1.951536
5	1.892495	-2.534913	-0.600538
6	-1.594123	-1.174435	-1.750502
7	-1.883504	-4.613093	18.591842
8	-0.706132	0.178858	-20.775631
9	9.659469	-13.446258	-7.114570
10	-6.193294	10.238078	10.012585
11	-6.610570	20.700209	-8.165944
12	9.865516	-14.168469	14.055751
13	-0.874897	-1.387133	0.830159
14	4.206258	2.779164	0.822899
15	1.673634	-0.166792	-2.413238
16	-1.768587	1.713695	0.362515
17	-0.683995	1.597570	-0.327309
18	-5.274492	-1.507413	-3.547605
19	-5.610463	4.753681	-0.756433
20	2.850025	-2.601701	-6.230479
21	1.497454	-2.623863	3.994904
22	-2.366277	5.621566	-0.645331
23	3.072726	-1.055663	-4.116617
24	-0.407435	-3.631956	6.285181
25	-0.243347	-1.275769	2.223829
26	-0.414389	-2.009380	0.120821
27	1.719536	-1.169311	-1.326259
28	-0.065150	1.745945	-1.976010
29	-1.945039	2.615900	0.664157
30	1.562932	1.267390	1.770974
31	1.884399	4.617238	-18.595526
32	0.703966	-0.173953	20.780149
33	-9.654688	13.435250	7.108361
34	6.188150	-10.227275	-10.009104
35	6.609700	-20.686213	8.150986
36	-9.870062	14.174213	-14.054456
37	0.877021	1.343223	-0.755576
38	-4.221637	-2.724619	-0.827143
39	-1.679017	0.189738	2.388392
40	1.775550	-1.658418	-0.453949
41	0.658372	-1.532886	0.340834
42	5.252863	1.535866	3.587792
43	5.608566	-4.759270	0.787218
44	-2.841031	2.572646	6.231933
45	-1.505831	2.652073	-3.991556
46	2.362892	-5.653364	0.707462
47	-3.075944	1.031193	4.165380
48	0.432751	3.597413	-6.333861
49	0.275011	1.217200	-2.293194
50	0.450623	1.960900	-0.219882
51	-1.673269	1.016818	1.344726
52	0.081920	-1.768540	1.951582
53	1.892515	-2.534917	-0.600550
54	-1.594178	-1.174414	-1.750484
55	-1.883636	-4.613098	18.591858
56	-0.706224	0.178837	-20.775650
57	9.659402	-13.446058	-7.114479
58	-6.193332	10.238148	10.012644
59	-6.610567	20.700212	-8.165962
60	9.865444	-14.168483	14.055733
61	-0.875037	-1.387109	0.830174
62	4.206420	2.779171	0.822877
63	1.673577	-0.166951	-2.412947
64	-1.768517	1.713649	0.362458
65	-0.683985	1.597608	-0.327265
66	-5.274425	-1.507427	-3.547604
67	-5.610341	4.753675	-0.756433
68	2.850192	-2.601724	-6.230493
69	1.497467	-2.623818	3.994938
70	-2.366214	5.621572	-0.645769
71	3.072774	-1.055773	-4.116630
72	-0.407465	-3.631955	6.285162
73	-0.251479	-1.250145	2.241865
74	-0.446847	-1.969436	0.207584
75	1.718600	-1.163126	-1.329876
76	-0.040655	1.719268	-2.031494
